seed,epoch,candidate_policy_id,active_class,dominant_issue,op_list,candidate_action,is_image_candidate,is_sampler_candidate,original_causal_score,current_replay_causal_score,original_causal_accept,current_replay_causal_accept,original_causal_decision,legacy_original_selected_candidate,legacy_original_image_modification_allowed,legacy_original_candidate_class_id,estimated_precision_drop,non_active_fp_delta,high_confidence_fp_delta,fp_increase_rate,high_fp_spillover_rate,non_active_regression_rate,ok_class_false_activation,bbox_instability_rate,final_decision_under_precision_gate,final_accepted,precision_gate_reject,rejection_reasons,final_action,selected_by_precision_gate,executable_policy_would_be_generated,roi_augmentation_allowed,sampler_only_pending,sampler_only_effective,attenuation_candidate,accepted_if_relax_estimated_precision_drop,accepted_if_relax_non_active_fp_delta,accepted_if_relax_high_confidence_fp_delta,accepted_if_relax_all_precision_gates,final_val_leakage,policy_selection_source,policy_selection_data
1,35,candidate_policy_1_roi_texture,-1,,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,35,candidate_policy_2_roi_low_contrast,-1,,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,35,candidate_policy_3_sampler_only,-1,,[],sampler_only,False,True,0.0,0.0,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,40,candidate_policy_1_roi_texture,9,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.07886486486486487,-0.07886486486486487,True,False,reject,candidate_policy_1_roi_texture,True,,0.024,0.048,0.048,0.004864864864864864,0.04,0.048,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,40,candidate_policy_2_roi_low_contrast,9,texture_boundary_weak,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.08886486486486486,-0.08886486486486486,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004864864864864864,0.04,0.048,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,40,candidate_policy_3_sampler_only,9,texture_boundary_weak,[],sampler_only,False,True,-0.09336486486486487,-0.09336486486486487,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004864864864864864,0.04,0.048,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,45,candidate_policy_1_roi_texture,6,low_contrast_fn,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.09282432432432433,-0.09282432432432433,False,False,reject,candidate_policy_3_sampler_only,False,,0.027,0.05,0.048,0.004324324324324325,0.045,0.054,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,45,candidate_policy_2_roi_low_contrast,6,low_contrast_fn,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.09282432432432433,-0.09282432432432433,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004324324324324325,0.045,0.054,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,45,candidate_policy_3_sampler_only,6,low_contrast_fn,[],sampler_only,False,True,-0.09732432432432434,-0.09732432432432434,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004324324324324325,0.045,0.054,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,5,candidate_policy_1_roi_texture,9,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.12716666666666668,-0.12716666666666668,False,False,reject,candidate_policy_3_sampler_only,False,,0.036000000000000004,0.05,0.042,0.006000000000000002,0.06,0.07200000000000001,0.0,0.02333333333333333,reject,False,False,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;bbox_instability_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,5,candidate_policy_2_roi_low_contrast,8,low_recall,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.15200000000000002,-0.15200000000000002,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.02,0.055,0.066,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,5,candidate_policy_3_sampler_only,8,low_recall,[],sampler_only,False,True,-0.15200000000000002,-0.15200000000000002,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.02,0.055,0.066,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,10,candidate_policy_1_roi_texture,-1,,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,10,candidate_policy_2_roi_low_contrast,-1,,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,10,candidate_policy_3_sampler_only,-1,,[],sampler_only,False,True,0.0,0.0,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,15,candidate_policy_1_roi_texture,-1,,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,15,candidate_policy_2_roi_low_contrast,-1,,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,15,candidate_policy_3_sampler_only,-1,,[],sampler_only,False,True,0.0,0.0,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,20,candidate_policy_1_roi_texture,7,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.10925137844611531,-0.10925137844611531,True,False,reject,candidate_policy_1_roi_texture,True,,0.033,0.05,0.05,0.0018666666666666692,0.055,0.066,0.0,0.019769423558897242,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,20,candidate_policy_2_roi_low_contrast,7,texture_boundary_weak,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.12186666666666668,-0.12186666666666668,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0018666666666666692,0.055,0.066,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,20,candidate_policy_3_sampler_only,7,texture_boundary_weak,[],sampler_only,False,True,-0.12636666666666668,-0.12636666666666668,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0018666666666666692,0.055,0.066,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,25,candidate_policy_1_roi_texture,9,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.07778378378378378,-0.07778378378378378,True,False,reject,candidate_policy_1_roi_texture,True,,0.024,0.048,0.048,0.0037837837837837833,0.04,0.048,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,25,candidate_policy_2_roi_low_contrast,9,texture_boundary_weak,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.08778378378378379,-0.08778378378378379,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0037837837837837833,0.04,0.048,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,25,candidate_policy_3_sampler_only,9,texture_boundary_weak,[],sampler_only,False,True,-0.09228378378378378,-0.09228378378378378,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0037837837837837833,0.04,0.048,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,30,candidate_policy_1_roi_texture,6,low_contrast_fn,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.09723076923076923,-0.09723076923076923,True,False,reject,candidate_policy_1_roi_texture,True,,0.03,0.05,0.048,0.003076923076923078,0.05,0.06,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,30,candidate_policy_2_roi_low_contrast,6,low_contrast_fn,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.10357692307692307,-0.10357692307692307,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.003076923076923078,0.05,0.06,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,30,candidate_policy_3_sampler_only,6,low_contrast_fn,[],sampler_only,False,True,-0.10807692307692307,-0.10807692307692307,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.003076923076923078,0.05,0.06,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,35,candidate_policy_1_roi_texture,9,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.09073684210526316,-0.09073684210526316,True,False,reject,candidate_policy_1_roi_texture,True,,0.027,0.05,0.048,0.004736842105263157,0.045,0.054,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,35,candidate_policy_2_roi_low_contrast,9,texture_boundary_weak,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.10073684210526315,-0.10073684210526315,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004736842105263157,0.045,0.054,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,35,candidate_policy_3_sampler_only,9,texture_boundary_weak,[],sampler_only,False,True,-0.10523684210526316,-0.10523684210526316,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004736842105263157,0.045,0.054,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,40,candidate_policy_1_roi_texture,-1,,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,40,candidate_policy_2_roi_low_contrast,-1,,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,0.0,0.0,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;insufficient_evidence_count;diagnosis_confidence_too_low,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,40,candidate_policy_3_sampler_only,-1,,[],sampler_only,False,True,0.0,0.0,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,45,candidate_policy_1_roi_texture,9,texture_boundary_weak,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.09032432432432433,-0.09032432432432433,True,False,reject,candidate_policy_1_roi_texture,True,,0.027,0.05,0.048,0.004324324324324325,0.045,0.054,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,45,candidate_policy_2_roi_low_contrast,9,texture_boundary_weak,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.10032432432432432,-0.10032432432432432,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004324324324324325,0.045,0.054,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
2,45,candidate_policy_3_sampler_only,9,texture_boundary_weak,[],sampler_only,False,True,-0.10482432432432431,-0.10482432432432431,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.004324324324324325,0.045,0.054,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
